28,26,72.05,
29,27,72.06,
30,28,71.04,
32,29,71.39,
29,30,71.25,
27,31,70.88,
25,32,70.22,
21,33,69.95,
23,34,70.85,
24,35,70.61,
27,36,71.37,
26,37,70.53,
28,38,70.75,
26,39,70.75,
26,40,71.77,
28,41,70.73,
25,42,70.13,
25,43,70.84,
19,44,71.34,
26,45,71.39,
22,46,71.04,
21,26,71.69,
23,27,71.64,
30,28,71.58,
25,29,71.55,
26,30,70.85,
24,31,70.92,
27,32,70.58,
24,33,70.43,
25,34,71.0,
24,35,71.1,
23,36,70.41,
19,37,71.76,
21,38,71.59,
25,39,71.58,
24,40,71.57,
20,41,72.37,
27,42,71.79,
28,23,72.54,
35,24,71.81,
31,25,71.27,
29,26,70.59,
25,27,70.7,
23,28,70.69,
24,29,71.15,
25,30,71.11,
23,31,70.2,
25,32,70.51,
24,33,70.65,
22,34,70.55,
22,35,70.93,
22,36,70.93,
23,37,71.15,
21,38,71.38,
24,39,70.86,
21,40,71.03,
21,41,70.99,
24,42,71.05,
18,43,71.6,
18,44,71.8,
34,23,71.77,
35,24,72.36,
32,25,72.11,
32,26,70.77,
25,27,70.97,
25,28,71.0,
26,29,70.87,
27,30,71.07,
26,31,70.83,
25,32,71.04,
25,33,70.48,
23,34,70.09,
26,35,71.26,
29,36,71.49,
27,37,70.34,
21,38,69.93,
22,39,70.92,
19,40,70.4,
19,41,71.51,
19,42,71.91,
21,43,71.09,
24,44,71.44,
25,45,72.34,
17,46,71.52,
21,47,72.17,
18,48,72.38,
26,25,72.64,
30,27,71.51,
35,28,71.19,
31,29,70.89,
31,30,72.06,
31,31,70.67,
30,32,70.7,
28,33,70.63,
27,34,71.44,
25,35,72.31,
34,36,72.79,
22,37,72.44,
24,27,73.27,
26,28,72.63,
32,29,72.14,
33,30,71.86,
31,31,72.11,
29,32,70.85,
30,33,70.82,
30,34,70.78,
29,35,70.45,
28,36,70.18,
28,37,70.84,
22,38,69.82,
23,39,70.59,
23,40,70.49,
24,41,70.45,
22,42,70.53,
26,43,70.58,
24,44,70.36,
25,45,70.68,
25,46,69.98,
24,47,70.45,
22,48,70.09,
18,49,70.55,
30,24,72.63,
32,25,72.77,
26,26,72.06,
27,27,72.42,
33,28,71.53,
35,29,71.01,
30,30,72.12,
26,31,71.37,
26,32,70.93,
29,33,70.29,
25,34,70.67,
23,35,71.46,
23,36,71.18,
22,37,71.69,
27,38,71.31,
22,39,70.64,
27,40,70.86,
27,41,70.92,
25,42,70.92,
25,43,70.26,
27,44,70.03,
28,45,71.71,
17,46,70.58,
26,27,71.18,
33,28,71.12,
35,29,71.65,
32,30,71.5,
29,31,71.51,
29,32,71.86,
32,33,71.43,
34,34,71.49,
28,35,71.19,
35,36,72.04,
31,37,71.41,
36,38,70.58,
31,39,71.1,
35,40,70.8,
33,41,71.19,
31,42,71.06,
31,22,71.67,
33,23,72.42,
33,24,71.62,
30,25,71.14,
33,26,71.82,
30,27,71.5,
28,28,70.87,
28,29,70.93,
25,30,71.35,
25,31,70.91,
27,32,70.92,
26,33,71.14,
29,34,70.64,
29,35,70.9,
27,36,71.58,
26,37,71.12,
31,38,71.39,
28,39,71.11,
26,40,70.64,
29,41,71.88,
19,23,72.54,
28,24,71.76,
28,25,71.65,
29,26,71.51,
28,27,70.82,
23,28,71.03,
23,29,72.47,
19,30,71.74,
22,31,70.47,
21,32,70.12,
22,33,70.63,
19,34,70.26,
24,35,71.38,
27,36,70.53,
26,37,71.26,
21,38,71.9,
30,26,71.34,
30,27,71.25,
29,28,70.91,
28,29,71.15,
27,30,71.47,
29,31,71.92,
29,32,71.24,
29,33,70.88,
29,34,70.73,
30,35,71.57,
28,36,71.74,
29,37,70.66,
28,38,70.21,
29,39,70.67,
30,40,70.36,
27,41,70.5,
26,42,70.48,
24,43,70.86,
25,44,71.15,
24,45,71.63,
26,46,71.86,
21,47,70.04,
24,48,70.65,
25,49,70.3,
23,50,70.37,
16,51,71.9,
28,25,73.01,
25,26,73.07,
24,33,71.7,
28,37,71.2,
29,38,72.13,
32,25,71.67,
30,26,71.85,
32,27,70.74,
32,28,72.52,
30,32,71.03,
31,33,70.98,
29,34,71.0,
32,35,71.05,
28,36,71.1,
30,37,71.27,
28,38,70.84,
29,39,71.07,
33,40,71.68,
25,41,72.38,
31,25,72.33,
28,26,70.74,
25,27,71.21,
26,28,71.08,
30,29,71.28,
28,30,70.08,
27,31,70.44,
31,32,70.41,
27,33,70.63,
26,34,71.06,
31,35,70.18,
16,36,71.29,
28,37,70.46,
28,38,70.4,
28,39,70.56,
27,40,70.09,
22,41,70.03,
27,42,70.43,
27,43,70.65,
29,44,70.4,
24,45,69.87,
21,46,70.51,
17,47,70.84,
32,22,72.93,
27,23,73.74,
32,24,72.69,
30,25,72.92,
36,26,71.84,
20,27,70.94,
32,28,71.05,
29,29,70.56,
28,30,70.72,
29,31,72.04,
30,32,71.35,
15,33,71.02,
22,34,72.73,
28,36,70.36,
31,37,70.61,
30,38,70.19,
30,39,70.32,
26,40,70.9,
21,25,72.43,
19,26,72.39,
20,27,72.06,
25,28,71.76,
25,29,70.94,
24,30,71.02,
27,31,70.68,
28,32,70.89,
23,33,70.4,
26,34,69.8,
18,35,69.75,
19,36,70.05,
18,37,70.77,
15,38,70.65,
16,39,70.0,
18,40,70.82,
18,41,70.79,
18,42,70.21,
20,43,69.69,
18,44,70.05,
17,45,70.5,
15,46,71.18,
30,25,71.33,
27,26,72.09,
33,27,71.71,
33,28,71.22,
33,29,71.05,
29,30,71.39,
31,31,71.05,
30,32,70.36,
29,33,71.01,
27,34,70.88,
28,35,71.24,
26,36,70.98,
28,37,70.9,
30,38,70.68,
27,39,71.09,
30,40,71.3,
25,41,70.79,
24,42,70.58,
24,43,71.45,
25,45,71.34,
27,24,72.3,
33,25,72.18,
35,26,72.07,
30,27,72.28,
23,28,71.44,
29,29,71.53,
31,30,71.26,
29,31,70.92,
29,32,71.48,
27,33,71.31,
27,34,71.99,
31,35,71.47,
28,36,71.74,
24,37,71.41,
27,38,70.99,
33,39,71.83,
26,42,71.47,
27,23,72.25,
33,24,71.69,
33,25,70.78,
30,26,70.7,
31,27,70.77,
29,28,71.27,
26,29,70.27,
31,30,71.0,
28,31,71.25,
29,32,71.08,
32,33,71.64,
28,34,71.05,
26,35,70.78,
28,36,71.34,
28,37,71.2,
30,38,71.27,
21,39,71.08,
24,40,71.57,
30,24,71.86,
30,25,71.55,
26,26,70.9,
26,27,71.47,
27,28,71.12,
26,29,71.09,
23,30,71.05,
25,31,70.77,
23,32,71.62,
22,33,71.69,
20,34,72.17,
18,35,70.31,
22,36,70.92,
22,37,70.82,
21,38,71.11,
25,39,70.16,
22,40,71.43,
25,41,71.46,
20,42,72.61,
20,43,72.98,
22,44,70.71,
25,45,72.25,
18,46,71.58,
28,25,71.86,
28,26,71.51,
27,27,70.09,
25,28,70.3,
26,29,70.97,
26,30,71.5,
28,31,71.19,
25,32,70.8,
22,33,70.12,
23,34,70.6,
21,35,71.35,
22,36,71.15,
24,37,72.0,
23,38,71.9,
24,39,71.64,
25,40,71.92,
27,41,70.86,
29,42,71.31,
26,43,70.74,
26,44,71.6,
27,28,71.14,
25,29,70.39,
25,30,70.79,
29,31,72.25,
27,32,72.34,
20,33,71.9,
31,34,71.69,
20,35,71.39,
25,37,72.06,
28,31,71.6,
30,34,70.96,
33,35,71.27,
35,36,70.85,
36,37,70.91,
32,38,70.81,
35,39,71.15,
36,40,72.12,
23,21,72.66,
21,22,71.86,
34,23,71.51,
32,24,71.32,
30,25,70.34,
24,26,70.98,
27,27,70.66,
25,28,70.22,
24,29,70.67,
28,30,71.66,
26,31,71.11,
23,32,71.05,
25,33,71.56,
16,34,71.17,
30,40,72.2,
30,41,72.14,
27,25,73.03,
30,26,71.76,
25,27,72.46,
26,28,71.01,
26,29,71.53,
31,30,71.16,
31,31,71.63,
31,32,71.3,
26,33,70.26,
28,34,71.13,
31,35,71.05,
29,36,72.14,
23,23,72.69,
35,24,71.97,
35,25,71.83,
34,26,71.37,
31,27,70.95,
30,28,71.95,
26,29,70.51,
28,30,71.07,
27,31,70.98,
27,32,70.78,
26,33,71.13,
28,34,71.49,
30,35,71.66,
30,36,70.88,
30,37,71.44,
30,38,70.41,
28,39,71.2,
27,40,71.56,
27,42,72.19,
30,29,71.02,
34,30,71.11,
31,31,71.47,
27,32,72.01,
35,33,72.61,
24,39,72.45,
31,23,71.06,
30,24,70.94,
26,25,70.98,
26,26,71.1,
28,27,71.06,
25,28,70.58,
27,29,71.74,
30,30,70.66,
