*2010,1/2/2011,,,,,
141, -,Oscar Serna,53,72.94,3866,53
142, -,Tommy Biershenk,61,72.95,4450,61
143, -,Ryan Hietala,37,73.05,2703,37
144, -,Tyler Williamson,50,73.36,3668,50
145, -,Edward Fryatt,36,73.47,2645,36
146, -,Mark Wiebe,42,73.88,3103,42
147, -,Richard Johnson,35,74.03,2591,35
*2002,Buy.com Tour Championship,,,,,
1, -,Patrick Moore,70,69.86,4890,70
2, -,Arron Oberholser,64,70.03,4482,64
3, -,Doug Barron,64,70.09,4486,64
4, -,Omar Uresti,93,70.18,6527,93
5, -,Todd Fischer,85,70.36,5981,85
6, -,Todd Barranger,80,70.4,5632,80
T7, -,Aaron Baddeley,53,70.45,3734,53
T7, -,Ken Green,53,70.45,3734,53
T9, -,Marco Dawson,78,70.47,5497,78
T9, -,Eric Meeks,96,70.47,6765,96
11, -,Gene Sauers,42,70.48,2960,42
12, -,Cliff Kresge,74,70.5,5217,74
13, -,Patrick Sheehan,84,70.52,5924,84
14, -,Jason Caron,75,70.53,5290,75
T15, -,Jim McGovern,42,70.6,2965,42
T15, -,Darron Stiles,77,70.6,5436,77
T15, -,Jimmy Walker,35,70.6,2471,35
18, -,Kelly Gibson,38,70.61,2683,38
19, -,Dave Stockton jr,76,70.63,5368,76
T20, -,Jason Buha,84,70.64,5934,84
T20, -,Andy Sanders,39,70.64,2755,39
22, -,Anthony Painter,64,70.67,4523,64
23, -,Scott Petersen,52,70.69,3676,52
T24, -,Keoke Cotner,81,70.72,5728,81
T24, -,Jeff Freeman,81,70.72,5728,81
T24, -,Jeff Klauk,65,70.72,4597,65
T27, -,Steven Alker,80,70.75,5660,80
T27, -,Andrew McLardy,81,70.75,5731,81
T29, -,Jason Gore,75,70.79,5309,75
T29, -,Tjaart van der Walt,70,70.79,4955,70
31, -,Charles Warren,79,70.82,5595,79
32, -,Danny Briggs,69,70.84,4888,69
33, -,Scott Sterling,84,70.85,5951,84
T34, -,Emlyn Aubrey,71,70.86,5031,71
T34, -,Mark Hensby,59,70.86,4181,59
T36, -,Steve Haskins,80,70.9,5672,80
T36, -,Tag Ridings,79,70.9,5601,79
38, -,Lucas Glover,38,70.92,2695,38
39, -,Joel Kribel,87,70.94,6172,87
40, -,John Maginnes,68,70.96,4825,68
T41, -,Rich Barcelo,80,70.98,5678,80
T41, -,John Restino,49,70.98,3478,49
T43, -,Barry Cheesman,79,71.01,5610,79
T43, -,Vic Wilk,67,71.01,4758,67
45, -,John Morse,41,71.02,2912,41
T46, -,Jeff Hart,71,71.03,5043,71
T46, -,Jim Rutledge,58,71.03,4120,58
T48, -,Tommy Biershenk,78,71.04,5541,78
T48, -,D.J. Brigman,57,71.04,4049,57
T48, -,D.A. Points,74,71.04,5257,74
T51, -,Shane Bertsch,62,71.05,4405,62
T51, -,Todd Demsey,80,71.05,5684,80
T53, -,Brian Claar,45,71.07,3198,45
T53, -,Fran Quinn,46,71.07,3269,46
T53, -,Wes Short jr,75,71.07,5330,75
56, -,Rob McKelvey,82,71.09,5829,82
57, -,Charles Raulerson,65,71.15,4625,65
58, -,Kevin Johnson,65,71.17,4626,65
T59, -,Ben Bates,77,71.22,5484,77
T59, -,Jay Delsing,59,71.22,4202,59
61, -,Jaxon Brigman,61,71.23,4345,61
T62, -,Victor Schwamkrug,72,71.24,5129,72
T62, -,Zoran Zorkic,72,71.24,5129,72
T64, -,Chip Beck,47,71.26,3349,47
T64, -,Hunter Haas,65,71.26,4632,65
T64, -,Chris Tidland,65,71.26,4632,65
67, -,Gary Hallberg,65,71.29,4634,65
68, -,Brian Wilson,79,71.34,5636,79
69, -,Chad Wright,72,71.35,5137,72
70, -,Mark Wurtz,70,71.39,4997,70
71, -,Stiles Mitchell,58,71.41,4142,58
72, -,Perry Moss,51,71.45,3644,51
73, -,Guy Boros,43,71.47,3073,43
74, -,Tom Carter,84,71.48,6004,84
75, -,Bob Friend,66,71.5,4719,66
76, -,Trevor Dodds,49,71.51,3504,49
T77, -,Rob Bradley,63,71.52,4506,63
T77, -,Chris Couch,63,71.52,4506,63
T77, -,Greg Gregory,63,71.52,4506,63
T77, -,Pete Morgan,61,71.52,4363,61
T81, -,David Branshaw,76,71.57,5439,76
T81, -,Gavin Coles,63,71.57,4509,63
T81, -,Joe Daley,79,71.57,5654,79
T81, -,Billy Judah,70,71.57,5010,70
T85, -,Jason Dufner,73,71.58,5225,73
T85, -,Scott Gump,50,71.58,3579,50
87, -,David Ogrin,37,71.59,2649,37
88, -,Tyler Williamson,78,71.62,5586,78
89, -,Todd Bailey,44,71.64,3152,44
90, -,Doug Garwood,78,71.65,5589,78
91, -,James H. McLean,56,71.66,4013,56
92, -,Ryuji Imada,54,71.69,3871,54
93, -,Brad Adamonis,72,71.71,5163,72
94, -,Anthony Rodriguez,68,71.72,4877,68
95, -,Roger Tambellini,56,71.75,4018,56
T96, -,Jim Benepe,51,71.76,3660,51
T96, -,Casey Martin,38,71.76,2727,38
98, -,Mark Wilson,68,71.79,4882,68
T99, -,Jace Bugg,59,71.83,4238,59
T99, -,Grover Justice,59,71.83,4238,59
101, -,Roland Thatcher,74,71.84,5316,74
102, -,Brian Kamm,49,71.88,3522,49
T103, -,Kevin Durkin,61,71.89,4385,61
T103, -,Brent Winston,47,71.89,3379,47
T105, -,John Engler jr,67,71.9,4817,67
T105, -,Ben Ferguson,60,71.9,4314,60
T107, -,Brad Ott,59,71.92,4243,59
T107, -,Ted Purdy,64,71.92,4603,64
109, -,Nolan Henke,53,71.94,3813,53
110, -,Dave Schreyer,56,71.95,4029,56
111, -,Doug Dunakey,64,72,4608,64
112, -,Craig Bowden,69,72.01,4969,69
T113, -,Daniel Chopra,65,72.02,4681,65
T113, -,Michael Flynn,42,72.02,3025,42
115, -,Bobby Gage,45,72.04,3242,45
116, -,Sonny Skinner,62,72.05,4467,62
117, -,Kevin Wentworth,53,72.06,3819,53
118, -,John Elliott,66,72.14,4761,66
119, -,Ahmad Bateman,52,72.15,3752,52
120, -,Jimmy Green,54,72.2,3899,54
121, -,David Dyer,58,72.21,4188,58
122, -,Craig Kanada,50,72.22,3611,50
123, -,Eric Johnson,62,72.23,4478,62
124, -,Richie Coughlan,39,72.26,2818,39
125, -,Todd Fanning,42,72.29,3036,42
126, -,Keith Nolan,61,72.36,4414,61
127, -,Steve Holmes,55,72.38,3981,55
128, -,Steve Runge,46,72.52,3336,46
129, -,Don Reese,44,72.57,3193,44
130, -,Andy Morse,43,72.6,3122,43
131, -,Nathan Green,57,72.63,4140,57
132, -,Erik Compton,36,72.64,2615,36
133, -,Joey Maxon,47,72.66,3415,47
134, -,Travis Williams,52,72.69,3780,52
135, -,Richard Johnson,63,72.76,4584,63
T136, -,Jon Mills,46,72.85,3351,46
T136, -,Travis Nance,40,72.85,2914,40
138, -,Tom Kalinowski,51,72.9,3718,51
139, -,Mike Sullivan,39,72.92,2844,39
140, -,Robert Garrigus,55,72.93,4011,55
141, -,Mike Perez,36,73.03,2629,36
142, -,Han Lee,42,73.05,3068,42
143, -,Andy Walker,41,73.73,3023,41
144, -,Wes Tuck,35,73.83,2584,35
145, -,John Kernohan,38,73.84,2806,38
146, -,Bud Still,38,74,2812,38
