*2010,1/3/2011,,,,
1, -,Matt Kuchar,69.43,6596,95
2, -,Dean Wilson,69.69,3763,54
3, -,Steve Stricker,69.78,5024,72
4, -,Paul Stankowski,69.79,4327,62
5, -,Joe Durant,69.81,4677,67
6, -,Justin Rose,69.92,5454,78
T7, -,Paul Casey,69.93,4056,58
T7, -,Charley Hoffman,69.93,5944,85
T9, -,Retief Goosen,69.96,4967,71
T9, -,Charles Howell III,69.96,7206,103
11, -,Steve Elkington,70.03,5182,74
T12, -,Kevin Na,70.04,6514,93
T12, -,Pat Perez,70.04,6304,90
T12, -,Chris Riley,70.04,5113,73
15, -,Charlie Wi,70.05,6655,95
T16, -,Chad Collins,70.07,6096,87
T16, -,Bo Van Pelt,70.07,7287,104
18, -,Spencer Levin,70.09,7710,110
19, -,Graham DeLaet,70.1,6169,88
20, -,Tom Gillis,70.12,6802,97
21, -,Jonathan Byrd,70.13,5961,85
22, -,Brendon de Jonge,70.14,7996,114
23, -,Kevin Sutherland,70.16,6034,86
T24, -,Fredrik Jacobson,70.18,5825,83
T24, -,David Toms,70.18,5965,85
26, -,Bubba Watson,70.21,5406,77
T27, -,Bill Haas,70.22,6109,87
T27, -,J.B. Holmes,70.22,7022,100
29, -,Jim Furyk,70.23,5197,74
30, -,Webb Simpson,70.24,6884,98
31, -,Luke Donald,70.25,4777,68
T32, -,Briny Baird,70.26,6113,87
T32, -,Aron Price,70.26,4918,70
34, -,Greg Chalmers,70.27,6535,93
35, -,Brandt Snedeker,70.28,6255,89
36, -,Ben Crane,70.3,5765,82
37, -,Tim Clark,70.31,5976,85
38, -,Carl Pettersson,70.33,6963,99
T39, -,Phil Mickelson,70.34,5346,76
T39, -,Jeff Overton,70.34,6260,89
T39, -,Jeev Milkha Singh,70.34,3939,56
T42, -,Rickie Fowler,70.35,6894,98
T42, -,Bryce Molder,70.35,5909,84
T44, -,Chris Couch,70.36,4644,66
T44, -,Chris DiMarco,70.36,6192,88
T44, -,Matt Jones,70.36,6262,89
T47, -,Ernie Els,70.37,4926,70
T47, -,D.J. Trahan,70.37,6474,92
49, -,John Senden,70.38,7249,103
50, -,K.J. Choi,70.39,5772,82
51, -,Nick Watney,70.41,6196,88
T52, -,Jason Day,70.43,5775,82
T52, -,Ryuji Imada,70.43,6339,90
T52, -,Tom Pernice jr,70.43,5212,74
T52, -,John Rollins,70.43,5705,81
T56, -,Jeff Quinney,70.44,6410,91
T56, -,Brett Wetterich,70.44,3804,54
58, -,Dustin Johnson,70.46,5778,82
59, -,Ricky Barnes,70.47,7258,103
T60, -,Chad Campbell,70.48,6625,94
T60, -,J.J. Henry,70.48,6484,92
T60, -,Michael Sim,70.48,4440,63
T60, -,Kevin Streelman,70.48,6343,90
T60, -,Boo Weekley,70.48,6202,88
65, -,Brian Gay,70.49,6908,98
66, -,Michael Letzig,70.5,5922,84
T67, -,Stephen Ames,70.51,5218,74
T67, -,Michael Connell,70.51,6275,89
T67, -,Alex Prugh,70.51,6205,88
70, -,J.P. Hayes,70.52,5571,79
T71, -,Robert Allenby,70.53,5219,74
T71, -,Scott McCarron,70.53,6348,90
T71, -,Charles Warren,70.53,4514,64
74, -,Heath Slocum,70.54,6842,97
75, -,Stewart Cink,70.55,5644,80
T76, -,Ryan Palmer,70.56,5927,84
T76, -,Vaughn Taylor,70.56,6139,87
78, -,Shaun Micheel,70.57,4940,70
79, -,Zach Johnson,70.59,6424,91
T80, -,Aaron Baddeley,70.61,6637,94
T80, -,Justin Leonard,70.61,6214,88
82, -,Jay Williamson,70.62,5367,76
83, -,Mark Wilson,70.63,6145,87
T84, -,Jason Bohn,70.64,5934,84
T84, -,James Driscoll,70.64,5510,78
T84, -,Hunter Mahan,70.64,5934,84
87, -,Scott Piercy,70.65,6217,88
T88, -,Woody Austin,70.67,6572,93
T88, -,Chris Stroud,70.67,6360,90
T90, -,Matt Every,70.68,4241,60
T90, -,Richard S. Johnson,70.68,6361,90
T90, -,Ryan Moore,70.68,5584,79
T93, -,Blake Adams,70.69,5938,84
T93, -,Michael Bradley,70.69,5443,77
T93, -,Brett Quigley,70.69,6786,96
T93, -,Vijay Singh,70.69,5231,74
T97, -,Jarrod Lyle,70.7,3818,54
T97, -,Garrett Willis,70.7,5797,82
T99, -,Will MacKenzie,70.72,5092,72
T99, -,John Merrick,70.72,7708,109
T99, -,Tim Petrovic,70.72,7426,105
T102, -,Bob Estes,70.75,5589,79
T102, -,Andres Romero,70.75,5165,73
104, -,Kevin Stadler,70.76,6085,86
105, -,Jimmy Walker,70.77,5803,82
T106, -,Padraig Harrington,70.79,3964,56
T106, -,Sean O'Hair,70.79,5805,82
T106, -,D.A. Points,70.79,6371,90
T109, -,Jerry Kelly,70.8,7009,99
T109, -,Geoff Ogilvy,70.8,4248,60
T111, -,Lee Janzen,70.81,5452,77
T111, -,Davis Love III,70.81,5594,79
T113, -,Robert Garrigus,70.82,5028,71
T113, -,Martin Laird,70.82,6445,91
T115, -,Marc Leishman,70.83,6162,87
T115, -,Troy Matteson,70.83,5950,84
T115, -,James Nitties,70.83,6516,92
118, -,Adam Scott,70.84,4817,68
119, -,Josh Teater,70.86,7157,101
120, -,Kenny Perry,70.88,4820,68
121, -,Camilo Villegas,70.9,5105,72
T122, -,Tim Herron,70.91,5602,79
T122, -,Chris Tidland,70.91,5460,77
124, -,Johnson Wagner,70.92,6028,85
125, -,Rory McIlroy,70.94,3689,52
126, -,Joe Ogilvie,70.96,7025,99
T127, -,Ben Curtis,70.97,5536,78
T127, -,Billy Mayfair,70.97,5536,78
129, -,Steve Marino,70.99,5750,81
